hotel_name,city,priority_band,priority_score,website,phone,contact_status,factual_summary,subject_line,hook,cold_email,followup_email,source_file
Ubytovňa Siesta,Bratislava,Medium-High,8.12,https://www.sie-sta.sk/,+421 910 379 471,Overené z raw vstupu: web aj telefón,Hotel: Ubytovňa Siesta | Mesto: Bratislava | Kategória: Kapsulový hotel | Priorita: Medium-High (8.12) | Hodnotenie: 3.8/5 z 244 recenzií | Web: https://www.sie-sta.sk/ | Telefón: +421 910 379 471 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Ubytovňa Siesta: krátky nápad,Pozeral som sa na Ubytovňa Siesta v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Ubytovňa Siesta v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.12), s hodnotením 3.8/5 z 244 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Ubytovňa Siesta.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Ubytovňa Siesta.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Elisabeth Old Town hotel,Bratislava,Medium-High,8.12,http://elisabeth.sk/,+421 948 636 260,Overené z raw vstupu: web aj telefón,Hotel: Elisabeth Old Town hotel | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.12) | Hodnotenie: 4.2/5 z 1049 recenzií | Web: http://elisabeth.sk/ | Telefón: +421 948 636 260 | Otváracie hodiny: Monday: 07:00-16:00; Tuesday: 07:00-16:00; Wednesday: 07:00-16:00; Thursday: 07:00-16:00; Friday: 07:00-16:00 (Overené vo verejnom zdroji) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Elisabeth Old Town hotel: krátky nápad,Pozeral som sa na Elisabeth Old Town hotel v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Elisabeth Old Town hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.12), s hodnotením 4.2/5 z 1049 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Elisabeth Old Town hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Elisabeth Old Town hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Blue Bratislava,Bratislava,Medium-High,8.12,http://www.hotelblue.sk/,+421 907 971 016,Overené z raw vstupu: web aj telefón,Hotel: Hotel Blue Bratislava | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.12) | Hodnotenie: 4.2/5 z 646 recenzií | Web: http://www.hotelblue.sk/ | Telefón: +421 907 971 016 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Blue Bratislava: krátky nápad,Pozeral som sa na Hotel Blue Bratislava v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Hotel Blue Bratislava v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.12), s hodnotením 4.2/5 z 646 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Blue Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Blue Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel West,Nové Mesto,Medium-High,8.12,http://www.hotel-west.sk/,+421 948 907 835,Overené z raw vstupu: web aj telefón,Hotel: Hotel West | Mesto: Nové Mesto | Kategória: Hotel | Priorita: Medium-High (8.12) | Hodnotenie: 4.2/5 z 512 recenzií | Web: http://www.hotel-west.sk/ | Telefón: +421 948 907 835 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel West: krátky nápad,Pozeral som sa na Hotel West v lokalite Nové Mesto.,"Dobrý deň,

Pozeral som sa na Hotel West v lokalite Nové Mesto.
Pozrel som si váš verejný profil v lokalite Nové Mesto, s prioritou Medium-High (8.12), s hodnotením 4.2/5 z 512 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel West.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel West.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Aviator Garni Hotel Bratislava,Ružinov,Medium-High,8.11,http://aviatorhotel.sk/,+421 2/442 503 12,Overené z raw vstupu: web aj telefón,Hotel: Aviator Garni Hotel Bratislava | Mesto: Ružinov | Kategória: Hotel | Priorita: Medium-High (8.11) | Hodnotenie: 4.1/5 z 752 recenzií | Web: http://aviatorhotel.sk/ | Telefón: +421 2/442 503 12 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Aviator Garni Hotel Bratislava: krátky nápad,Pozeral som sa na Aviator Garni Hotel Bratislava v lokalite Ružinov.,"Dobrý deň,

Pozeral som sa na Aviator Garni Hotel Bratislava v lokalite Ružinov.
Pozrel som si váš verejný profil v lokalite Ružinov, s prioritou Medium-High (8.11), s hodnotením 4.1/5 z 752 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Aviator Garni Hotel Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Aviator Garni Hotel Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Nivy,Bratislava,Medium-High,8.1,https://www.hotelnivy.sk/,+421 2/554 103 90,Overené z raw vstupu: web aj telefón,Hotel: Hotel Nivy | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.1) | Hodnotenie: 4.0/5 z 1450 recenzií | Web: https://www.hotelnivy.sk/ | Telefón: +421 2/554 103 90 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Nivy: krátky nápad,Pozeral som sa na Hotel Nivy v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Hotel Nivy v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.1), s hodnotením 4.0/5 z 1450 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Nivy.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Nivy.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Set,Nové Mesto,Medium-High,8.09,http://www.hotelset.sk/,+421 915 930 583,Overené z raw vstupu: web aj telefón,Hotel: Hotel Set | Mesto: Nové Mesto | Kategória: Hotel | Priorita: Medium-High (8.09) | Hodnotenie: 4.5/5 z 444 recenzií | Web: http://www.hotelset.sk/ | Telefón: +421 915 930 583 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Set: krátky nápad,Pozeral som sa na Hotel Set v lokalite Nové Mesto.,"Dobrý deň,

Pozeral som sa na Hotel Set v lokalite Nové Mesto.
Pozrel som si váš verejný profil v lokalite Nové Mesto, s prioritou Medium-High (8.09), s hodnotením 4.5/5 z 444 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Set.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Set.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Brix,Bratislava,Medium-High,8.09,http://www.hotelbrix.sk/,+421 2/547 919 79,Overené z raw vstupu: web aj telefón,Hotel: Hotel Brix | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.09) | Hodnotenie: 4.3/5 z 463 recenzií | Web: http://www.hotelbrix.sk/ | Telefón: +421 2/547 919 79 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Brix: krátky nápad,Pozeral som sa na Hotel Brix v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Hotel Brix v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.09), s hodnotením 4.3/5 z 463 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Brix.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Brix.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Taxis,Bratislava,Medium-High,8.08,https://hoteltaxis.sk/,+421 2/207 932 42,Overené z raw vstupu: web aj telefón,Hotel: Hotel Taxis | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.08) | Hodnotenie: 3.8/5 z 801 recenzií | Web: https://hoteltaxis.sk/ | Telefón: +421 2/207 932 42 | Otváracie hodiny: Otváracie hodiny recepcie: 07:00 - 22:00 (Overené vo verejnom zdroji) | Check-in / check-out: Check-in od 14:00 / Check-out do 10:00 (Overené vo verejnom zdroji),Hotel Taxis: krátky nápad,Pozeral som sa na Hotel Taxis v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Hotel Taxis v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.08), s hodnotením 3.8/5 z 801 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Taxis.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Taxis.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Družba,Karlova Ves,Medium-High,8.06,https://www.hoteldruzba.sk/,+421 2/654 200 65,Overené z raw vstupu: web aj telefón,Hotel: Hotel Družba | Mesto: Karlova Ves | Kategória: Hotel | Priorita: Medium-High (8.06) | Hodnotenie: 3.8/5 z 479 recenzií | Web: https://www.hoteldruzba.sk/ | Telefón: +421 2/654 200 65 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Družba: krátky nápad,Pozeral som sa na Hotel Družba v lokalite Karlova Ves.,"Dobrý deň,

Pozeral som sa na Hotel Družba v lokalite Karlova Ves.
Pozrel som si váš verejný profil v lokalite Karlova Ves, s prioritou Medium-High (8.06), s hodnotením 3.8/5 z 479 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Družba.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Družba.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Mama's Design & Boutique Hotel,Bratislava,Medium-High,8.06,http://www.hotelmamas.sk/,+421 2/502 691 00,Overené z raw vstupu: web aj telefón,Hotel: Mama's Design & Boutique Hotel | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.06) | Hodnotenie: 4.5/5 z 412 recenzií | Web: http://www.hotelmamas.sk/ | Telefón: +421 2/502 691 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Mama's Design & Boutique Hotel: krátky nápad,Pozeral som sa na Mama's Design & Boutique Hotel v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Mama's Design & Boutique Hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.06), s hodnotením 4.5/5 z 412 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Mama's Design & Boutique Hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Mama's Design & Boutique Hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
The Spa Barok - Luxury Thai massage & Spa,Bratislava-Petržalka,Medium-High,8.05,http://www.thespa.sk/,+421 911 100 861,Overené z raw vstupu: web aj telefón,Hotel: The Spa Barok - Luxury Thai massage & Spa | Mesto: Bratislava-Petržalka | Kategória: Wellness a masáže | Priorita: Medium-High (8.05) | Hodnotenie: 4.9/5 z 61 recenzií | Web: http://www.thespa.sk/ | Telefón: +421 911 100 861 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),The Spa Barok - Luxury Thai massage & Spa: krátky nápad,Pozeral som sa na The Spa Barok - Luxury Thai massage & Spa v lokalite Bratislava-Petržalka.,"Dobrý deň,

Pozeral som sa na The Spa Barok - Luxury Thai massage & Spa v lokalite Bratislava-Petržalka.
Pozrel som si váš verejný profil v lokalite Bratislava-Petržalka, s prioritou Medium-High (8.05), s hodnotením 4.9/5 z 61 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre The Spa Barok - Luxury Thai massage & Spa.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre The Spa Barok - Luxury Thai massage & Spa.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Plus Bratislava,Ružinov,Medium-High,8.04,http://www.hotelyplus.sk/,+421 2/482 319 20,Overené z raw vstupu: web aj telefón,Hotel: Hotel Plus Bratislava | Mesto: Ružinov | Kategória: Hotel | Priorita: Medium-High (8.04) | Hodnotenie: 3.4/5 z 931 recenzií | Web: http://www.hotelyplus.sk/ | Telefón: +421 2/482 319 20 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Plus Bratislava: krátky nápad,Pozeral som sa na Hotel Plus Bratislava v lokalite Ružinov.,"Dobrý deň,

Pozeral som sa na Hotel Plus Bratislava v lokalite Ružinov.
Pozrel som si váš verejný profil v lokalite Ružinov, s prioritou Medium-High (8.04), s hodnotením 3.4/5 z 931 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Plus Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Plus Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Tempus Club Garni Hotel,Bratislava,Medium-High,8.03,http://club.tempus.sk/,+421 2/482 764 00,Overené z raw vstupu: web aj telefón,Hotel: Tempus Club Garni Hotel | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.03) | Hodnotenie: 4.2/5 z 111 recenzií | Web: http://club.tempus.sk/ | Telefón: +421 2/482 764 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Tempus Club Garni Hotel: krátky nápad,Pozeral som sa na Tempus Club Garni Hotel v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Tempus Club Garni Hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.03), s hodnotením 4.2/5 z 111 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Tempus Club Garni Hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Tempus Club Garni Hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
BlueBell Hotel,Bratislava,Medium-High,8.01,http://www.myhotel.sk/,+421 948 163 350,Overené z raw vstupu: web aj telefón,Hotel: BlueBell Hotel | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.01) | Hodnotenie: 4.5/5 z 359 recenzií | Web: http://www.myhotel.sk/ | Telefón: +421 948 163 350 | Otváracie hodiny: Monday: 07:00-16:00; Tuesday: 07:00-16:00; Wednesday: 07:00-16:00; Thursday: 07:00-16:00; Friday: 07:00-16:00 (Overené vo verejnom zdroji) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),BlueBell Hotel: krátky nápad,Pozeral som sa na BlueBell Hotel v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na BlueBell Hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.01), s hodnotením 4.5/5 z 359 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre BlueBell Hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre BlueBell Hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Avion,Ružinov,Medium-High,8.0,https://www.hotelavion.sk/index.php?page=main,+421 901 919 171,Overené z raw vstupu: web aj telefón,Hotel: Hotel Avion | Mesto: Ružinov | Kategória: Hotel | Priorita: Medium-High (8.0) | Hodnotenie: 3.0/5 z 515 recenzií | Web: https://www.hotelavion.sk/index.php?page=main | Telefón: +421 901 919 171 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Avion: krátky nápad,Pozeral som sa na Hotel Avion v lokalite Ružinov.,"Dobrý deň,

Pozeral som sa na Hotel Avion v lokalite Ružinov.
Pozrel som si váš verejný profil v lokalite Ružinov, s prioritou Medium-High (8), s hodnotením 3.0/5 z 515 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Avion.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Avion.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Art Hotel William,Bratislava,Medium-High,8.0,http://www.arthotelwilliam.sk/,+421 2/598 891 11,Overené z raw vstupu: web aj telefón,Hotel: Art Hotel William | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.0) | Hodnotenie: 4.2/5 z 380 recenzií | Web: http://www.arthotelwilliam.sk/ | Telefón: +421 2/598 891 11 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Art Hotel William: krátky nápad,Pozeral som sa na Art Hotel William v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Art Hotel William v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8), s hodnotením 4.2/5 z 380 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Art Hotel William.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Art Hotel William.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel EXPO,Petržalka,Medium-High,7.98,http://www.hotelexpo.sk/,+421 2/672 731 21,Overené z raw vstupu: web aj telefón,Hotel: Hotel EXPO | Mesto: Petržalka | Kategória: Hotel | Priorita: Medium-High (7.98) | Hodnotenie: 3.5/5 z 431 recenzií | Web: http://www.hotelexpo.sk/ | Telefón: +421 2/672 731 21 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel EXPO: krátky nápad,Pozeral som sa na Hotel EXPO v lokalite Petržalka.,"Dobrý deň,

Pozeral som sa na Hotel EXPO v lokalite Petržalka.
Pozrel som si váš verejný profil v lokalite Petržalka, s prioritou Medium-High (7.98), s hodnotením 3.5/5 z 431 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel EXPO.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel EXPO.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
BIVIO,Bratislava,Medium-High,7.97,http://www.bivio.sk/,+421 2/208 507 10,Overené z raw vstupu: web aj telefón,Hotel: BIVIO | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (7.97) | Hodnotenie: 4.6/5 z 310 recenzií | Web: http://www.bivio.sk/ | Telefón: +421 2/208 507 10 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),BIVIO: krátky nápad,Pozeral som sa na BIVIO v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na BIVIO v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.97), s hodnotením 4.6/5 z 310 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre BIVIO.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre BIVIO.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Esprit,Petržalka,Medium-High,7.94,http://hotelesprit.sk/,+421 902 500 300,Overené z raw vstupu: web aj telefón,Hotel: Hotel Esprit | Mesto: Petržalka | Kategória: Hotel | Priorita: Medium-High (7.94) | Hodnotenie: 4.2/5 z 319 recenzií | Web: http://hotelesprit.sk/ | Telefón: +421 902 500 300 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Hotel Esprit: krátky nápad,Pozeral som sa na Hotel Esprit v lokalite Petržalka.,"Dobrý deň,

Pozeral som sa na Hotel Esprit v lokalite Petržalka.
Pozrel som si váš verejný profil v lokalite Petržalka, s prioritou Medium-High (7.94), s hodnotením 4.2/5 z 319 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Esprit.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Esprit.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
"Hotel Remy, s.r.o.",Nové Mesto,Medium-High,7.94,http://www.remy.sk/,+421 2/444 550 63,Overené z raw vstupu: web aj telefón,"Hotel: Hotel Remy, s.r.o. | Mesto: Nové Mesto | Kategória: Hotel | Priorita: Medium-High (7.94) | Hodnotenie: 3.6/5 z 385 recenzií | Web: http://www.remy.sk/ | Telefón: +421 2/444 550 63 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené)","Hotel Remy, s.r.o.: krátky nápad","Pozeral som sa na Hotel Remy, s.r.o. v lokalite Nové Mesto.","Dobrý deň,

Pozeral som sa na Hotel Remy, s.r.o. v lokalite Nové Mesto.
Pozrel som si váš verejný profil v lokalite Nové Mesto, s prioritou Medium-High (7.94), s hodnotením 3.6/5 z 385 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Remy, s.r.o..
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Remy, s.r.o..
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
WELLNESS HEAVEN Bratislava,Bratislava,Medium-High,7.9,https://www.wellnessheaven.sk/,+421 952 594 945,Overené z raw vstupu: web aj telefón,Hotel: WELLNESS HEAVEN Bratislava | Mesto: Bratislava | Kategória: Wellness Hotel | Priorita: Medium-High (7.9) | Hodnotenie: 4.0/5 z 4 recenzií | Web: https://www.wellnessheaven.sk/ | Telefón: +421 952 594 945 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),WELLNESS HEAVEN Bratislava: krátky nápad,Pozeral som sa na WELLNESS HEAVEN Bratislava v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na WELLNESS HEAVEN Bratislava v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.9), s hodnotením 4.0/5 z 4 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre WELLNESS HEAVEN Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre WELLNESS HEAVEN Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
Garni Hotel DOCK,Bratislava,Medium-High,7.9,http://www.hoteldock.sk/,+421 2/206 204 20,Overené z raw vstupu: web aj telefón,Hotel: Garni Hotel DOCK | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (7.9) | Hodnotenie: 4.6/5 z 235 recenzií | Web: http://www.hoteldock.sk/ | Telefón: +421 2/206 204 20 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Garni Hotel DOCK: krátky nápad,Pozeral som sa na Garni Hotel DOCK v lokalite Bratislava.,"Dobrý deň,

Pozeral som sa na Garni Hotel DOCK v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.9), s hodnotením 4.6/5 z 235 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Garni Hotel DOCK.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom","Dobrý deň,

jemne sa pripomínam k predošlej správe pre Garni Hotel DOCK.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",raw_bratislava region_2026-04-01_21-01-58-857.csv
