hotel_name,city,country_code,website,phone,category_name,all_categories,review_score,reviews_count,priority_score,priority_band,hotel_opening_hours,hotel_opening_hours_status,hotel_opening_hours_source_url,hotel_opening_hours_source_type,checkin_checkout_info,checkin_checkout_status,checkin_checkout_source_url,checkin_checkout_source_type,checkin_checkout_source_origin,checkin_checkout_completeness,public_source_reachable,public_source_fetch_status,contact_status,factual_summary,give_first_insight,main_observed_issue,email_hook,micro_cta,primary_email_goal,proof_snippet,email_angle,cta_type,variant_id,test_batch,reply_outcome,source_url,source_file
Ubytovňa Siesta,Bratislava,SK,https://www.sie-sta.sk/,+421 910 379 471,Kapsulový hotel,Kapsulový hotel | Hostel,3.8,244,8.12,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Ubytovňa Siesta | Mesto: Bratislava | Kategória: Kapsulový hotel | Priorita: Medium-High (8.12) | Hodnotenie: 3.8/5 z 244 recenzií | Web: https://www.sie-sta.sk/ | Telefón: +421 910 379 471 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Ubytovňa Siesta v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Ubytov%C5%88a%20Siesta&query_place_id=ChIJEfABrvKMbEcRUmljWYwnc3I,raw_bratislava region_2026-04-01_21-01-58-857.csv
Elisabeth Old Town hotel,Bratislava,SK,http://elisabeth.sk/,+421 948 636 260,Hotel,Hotel,4.2,1049,8.12,Medium-High,Monday: 07:00-16:00; Tuesday: 07:00-16:00; Wednesday: 07:00-16:00; Thursday: 07:00-16:00; Friday: 07:00-16:00,Overené vo verejnom zdroji,http://elisabeth.sk/,homepage,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Elisabeth Old Town hotel | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.12) | Hodnotenie: 4.2/5 z 1049 recenzií | Web: http://elisabeth.sk/ | Telefón: +421 948 636 260 | Otváracie hodiny: Monday: 07:00-16:00; Tuesday: 07:00-16:00; Wednesday: 07:00-16:00; Thursday: 07:00-16:00; Friday: 07:00-16:00 (Overené vo verejnom zdroji) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Elisabeth Old Town hotel v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Elisabeth%20Old%20Town%20hotel&query_place_id=ChIJW6PZMkGJbEcRTriVh4Xjvos,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Blue Bratislava,Bratislava,SK,http://www.hotelblue.sk/,+421 907 971 016,Hotel,Hotel,4.2,646,8.12,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel Blue Bratislava | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.12) | Hodnotenie: 4.2/5 z 646 recenzií | Web: http://www.hotelblue.sk/ | Telefón: +421 907 971 016 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Blue Bratislava v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Blue%20Bratislava&query_place_id=ChIJ1eDbG7mObEcRYqDxDNFfE6s,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel West,Nové Mesto,SK,http://www.hotel-west.sk/,+421 948 907 835,Hotel,Hotel,4.2,512,8.12,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel West | Mesto: Nové Mesto | Kategória: Hotel | Priorita: Medium-High (8.12) | Hodnotenie: 4.2/5 z 512 recenzií | Web: http://www.hotel-west.sk/ | Telefón: +421 948 907 835 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel West v lokalite Nové Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20West&query_place_id=ChIJI0KYBT6MbEcRfBfiephfqEQ,raw_bratislava region_2026-04-01_21-01-58-857.csv
Aviator Garni Hotel Bratislava,Ružinov,SK,http://aviatorhotel.sk/,+421 2/442 503 12,Hotel,Hotel,4.1,752,8.11,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Aviator Garni Hotel Bratislava | Mesto: Ružinov | Kategória: Hotel | Priorita: Medium-High (8.11) | Hodnotenie: 4.1/5 z 752 recenzií | Web: http://aviatorhotel.sk/ | Telefón: +421 2/442 503 12 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Aviator Garni Hotel Bratislava v lokalite Ružinov.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Aviator%20Garni%20Hotel%20Bratislava&query_place_id=ChIJ3yKIPxiPbEcRJgFem_GWD8s,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Nivy,Bratislava,SK,https://www.hotelnivy.sk/,+421 2/554 103 90,Hotel,Hotel,4.0,1450,8.1,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel Nivy | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.1) | Hodnotenie: 4.0/5 z 1450 recenzií | Web: https://www.hotelnivy.sk/ | Telefón: +421 2/554 103 90 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Nivy v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Nivy&query_place_id=ChIJIzgk68yObEcRngw6Th2OsNU,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Set,Nové Mesto,SK,http://www.hotelset.sk/,+421 915 930 583,Hotel,Hotel,4.5,444,8.09,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel Set | Mesto: Nové Mesto | Kategória: Hotel | Priorita: Medium-High (8.09) | Hodnotenie: 4.5/5 z 444 recenzií | Web: http://www.hotelset.sk/ | Telefón: +421 915 930 583 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Set v lokalite Nové Mesto.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Set&query_place_id=ChIJY0KBKMqObEcRCRwEmWWHl8c,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Brix,Bratislava,SK,http://www.hotelbrix.sk/,+421 2/547 919 79,Hotel,Hotel,4.3,463,8.09,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel Brix | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.09) | Hodnotenie: 4.3/5 z 463 recenzií | Web: http://www.hotelbrix.sk/ | Telefón: +421 2/547 919 79 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Brix v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Brix&query_place_id=ChIJx_zeMQaMbEcR0tu7BDu8xV8,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Taxis,Bratislava,SK,https://hoteltaxis.sk/,+421 2/207 932 42,Hotel,Hotel,3.8,801,8.08,Medium-High,Otváracie hodiny recepcie: 07:00 - 22:00,Overené vo verejnom zdroji,https://hoteltaxis.sk/,homepage,Check-in od 14:00 / Check-out do 10:00,Overené vo verejnom zdroji,https://hoteltaxis.sk/,homepage,text,paired,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel Taxis | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.08) | Hodnotenie: 3.8/5 z 801 recenzií | Web: https://hoteltaxis.sk/ | Telefón: +421 2/207 932 42 | Otváracie hodiny: Otváracie hodiny recepcie: 07:00 - 22:00 (Overené vo verejnom zdroji) | Check-in / check-out: Check-in od 14:00 / Check-out do 10:00 (Overené vo verejnom zdroji),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Taxis v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Taxis&query_place_id=ChIJEys5X_-LbEcRkhv8ttvJVQg,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Družba,Karlova Ves,SK,https://www.hoteldruzba.sk/,+421 2/654 200 65,Hotel,Hotel,3.8,479,8.06,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel Družba | Mesto: Karlova Ves | Kategória: Hotel | Priorita: Medium-High (8.06) | Hodnotenie: 3.8/5 z 479 recenzií | Web: https://www.hoteldruzba.sk/ | Telefón: +421 2/654 200 65 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Družba v lokalite Karlova Ves.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Dru%C5%BEba&query_place_id=ChIJx1DBeuqLbEcRcdDJ-9dnkcw,raw_bratislava region_2026-04-01_21-01-58-857.csv
Mama's Design & Boutique Hotel,Bratislava,SK,http://www.hotelmamas.sk/,+421 2/502 691 00,Hotel,Hotel,4.5,412,8.06,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Mama's Design & Boutique Hotel | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.06) | Hodnotenie: 4.5/5 z 412 recenzií | Web: http://www.hotelmamas.sk/ | Telefón: +421 2/502 691 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Mama's Design & Boutique Hotel v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Mama's%20Design%20%26%20Boutique%20Hotel&query_place_id=ChIJZbFZRUiJbEcRLcNOGDJpOqw,raw_bratislava region_2026-04-01_21-01-58-857.csv
The Spa Barok - Luxury Thai massage & Spa,Bratislava-Petržalka,SK,http://www.thespa.sk/,+421 911 100 861,Wellness a masáže,Wellness a masáže | Masér | Thajský masér,4.9,61,8.05,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: The Spa Barok - Luxury Thai massage & Spa | Mesto: Bratislava-Petržalka | Kategória: Wellness a masáže | Priorita: Medium-High (8.05) | Hodnotenie: 4.9/5 z 61 recenzií | Web: http://www.thespa.sk/ | Telefón: +421 911 100 861 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na The Spa Barok - Luxury Thai massage & Spa v lokalite Bratislava-Petržalka.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=The%20Spa%20Barok%20-%20Luxury%20Thai%20massage%20%26%20Spa&query_place_id=ChIJuVmXpUqIbEcRQ4yBLMwB-jE,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Plus Bratislava,Ružinov,SK,http://www.hotelyplus.sk/,+421 2/482 319 20,Hotel,Hotel,3.4,931,8.04,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Hotel Plus Bratislava | Mesto: Ružinov | Kategória: Hotel | Priorita: Medium-High (8.04) | Hodnotenie: 3.4/5 z 931 recenzií | Web: http://www.hotelyplus.sk/ | Telefón: +421 2/482 319 20 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Plus Bratislava v lokalite Ružinov.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Plus%20Bratislava&query_place_id=ChIJOaUXix-PbEcRIg_obIkiWho,raw_bratislava region_2026-04-01_21-01-58-857.csv
Tempus Club Garni Hotel,Bratislava,SK,http://club.tempus.sk/,+421 2/482 764 00,Hotel,Hotel | Telocvičňa,4.2,111,8.03,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Tempus Club Garni Hotel | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.03) | Hodnotenie: 4.2/5 z 111 recenzií | Web: http://club.tempus.sk/ | Telefón: +421 2/482 764 00 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Tempus Club Garni Hotel v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Tempus%20Club%20Garni%20Hotel&query_place_id=ChIJ6VmJEf2ObEcRl_4LmWZDH54,raw_bratislava region_2026-04-01_21-01-58-857.csv
BlueBell Hotel,Bratislava,SK,http://www.myhotel.sk/,+421 948 163 350,Hotel,Hotel,4.5,359,8.01,Medium-High,Monday: 07:00-16:00; Tuesday: 07:00-16:00; Wednesday: 07:00-16:00; Thursday: 07:00-16:00; Friday: 07:00-16:00,Overené vo verejnom zdroji,http://www.myhotel.sk/,homepage,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: BlueBell Hotel | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.01) | Hodnotenie: 4.5/5 z 359 recenzií | Web: http://www.myhotel.sk/ | Telefón: +421 948 163 350 | Otváracie hodiny: Monday: 07:00-16:00; Tuesday: 07:00-16:00; Wednesday: 07:00-16:00; Thursday: 07:00-16:00; Friday: 07:00-16:00 (Overené vo verejnom zdroji) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na BlueBell Hotel v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=BlueBell%20Hotel&query_place_id=ChIJ3xxQrzCJbEcRFpovKGwLGXM,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel Avion,Ružinov,SK,https://www.hotelavion.sk/index.php?page=main,+421 901 919 171,Hotel,Hotel,3.0,515,8.0,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,no,dns_resolution_failed,Overené z raw vstupu: web aj telefón,Hotel: Hotel Avion | Mesto: Ružinov | Kategória: Hotel | Priorita: Medium-High (8.0) | Hodnotenie: 3.0/5 z 515 recenzií | Web: https://www.hotelavion.sk/index.php?page=main | Telefón: +421 901 919 171 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel Avion v lokalite Ružinov.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20Avion&query_place_id=ChIJi1dBiyOPbEcRYB3uXrq-a00,raw_bratislava region_2026-04-01_21-01-58-857.csv
Art Hotel William,Bratislava,SK,http://www.arthotelwilliam.sk/,+421 2/598 891 11,Hotel,Hotel,4.2,380,8.0,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Art Hotel William | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (8.0) | Hodnotenie: 4.2/5 z 380 recenzií | Web: http://www.arthotelwilliam.sk/ | Telefón: +421 2/598 891 11 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Art Hotel William v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Art%20Hotel%20William&query_place_id=ChIJTTFfoUOJbEcRAG61dkGbfGQ,raw_bratislava region_2026-04-01_21-01-58-857.csv
Hotel EXPO,Petržalka,SK,http://www.hotelexpo.sk/,+421 2/672 731 21,Hotel,Hotel,3.5,431,7.98,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: Hotel EXPO | Mesto: Petržalka | Kategória: Hotel | Priorita: Medium-High (7.98) | Hodnotenie: 3.5/5 z 431 recenzií | Web: http://www.hotelexpo.sk/ | Telefón: +421 2/672 731 21 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na Hotel EXPO v lokalite Petržalka.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=Hotel%20EXPO&query_place_id=ChIJ6YruUG-JbEcRWPo3EXKqXW8,raw_bratislava region_2026-04-01_21-01-58-857.csv
BIVIO,Bratislava,SK,http://www.bivio.sk/,+421 2/208 507 10,Hotel,Hotel,4.6,310,7.97,Medium-High,Verejne nepotvrdené,Verejne nepotvrdené,,,Verejne nepotvrdené,Verejne nepotvrdené,,,,none,yes,dns_resolution_failed_fallback_previous,Overené z raw vstupu: web aj telefón,Hotel: BIVIO | Mesto: Bratislava | Kategória: Hotel | Priorita: Medium-High (7.97) | Hodnotenie: 4.6/5 z 310 recenzií | Web: http://www.bivio.sk/ | Telefón: +421 2/208 507 10 | Otváracie hodiny: Verejne nepotvrdené (Verejne nepotvrdené) | Check-in / check-out: Verejne nepotvrdené (Verejne nepotvrdené),Pri rýchlom pozretí webu som nenašiel jasne uvedené otváracie hodiny alebo časy recepcie.,Na webe som nenašiel jasne uvedené otváracie hodiny alebo recepčné časy.,Pozeral som sa na BIVIO v lokalite Bratislava.,"Ak chcete, pošlem 3 stručné postrehy v krátkej forme.",reply_with_permission,Pozeral som len verejne dostupný profil a základné kontaktné údaje.,opening_hours_clarity,low_friction_permission,A1,raw_bratislava region_2026-04-01_21-01-58-857,,https://www.google.com/maps/search/?api=1&query=BIVIO&query_place_id=ChIJs_ZjYc6PbEcRpIrTeozoteA,raw_bratislava region_2026-04-01_21-01-58-857.csv
