Task name,Description content,Status,Priority,Hotel name,City,Priority score,Contact phone,Contact website,Subject line,Source file
Lead outreach - The Spa Barok - Luxury Thai massage & Spa,"Hotel: The Spa Barok - Luxury Thai massage & Spa
Mesto: Bratislava-Petržalka
Priorita band: Medium-High
Skóre: 8.05
Web: http://www.thespa.sk/
Telefón: +421 911 100 861

Hook: Pozeral som sa na The Spa Barok - Luxury Thai massage & Spa v lokalite Bratislava-Petržalka.

Cold email:
Dobrý deň,

Pozeral som sa na The Spa Barok - Luxury Thai massage & Spa v lokalite Bratislava-Petržalka.
Pozrel som si váš verejný profil v lokalite Bratislava-Petržalka, s prioritou Medium-High (8.05), s hodnotením 4.9/5 z 61 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre The Spa Barok - Luxury Thai massage & Spa.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre The Spa Barok - Luxury Thai massage & Spa.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,The Spa Barok - Luxury Thai massage & Spa,Bratislava-Petržalka,8.05,+421 911 100 861,http://www.thespa.sk/,The Spa Barok - Luxury Thai massage & Spa: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Plus Bratislava,"Hotel: Hotel Plus Bratislava
Mesto: Ružinov
Priorita band: Medium-High
Skóre: 8.04
Web: http://www.hotelyplus.sk/
Telefón: +421 2/482 319 20

Hook: Pozeral som sa na Hotel Plus Bratislava v lokalite Ružinov.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Plus Bratislava v lokalite Ružinov.
Pozrel som si váš verejný profil v lokalite Ružinov, s prioritou Medium-High (8.04), s hodnotením 3.4/5 z 931 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Plus Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Plus Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Plus Bratislava,Ružinov,8.04,+421 2/482 319 20,http://www.hotelyplus.sk/,Hotel Plus Bratislava: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Tempus Club Garni Hotel,"Hotel: Tempus Club Garni Hotel
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.03
Web: http://club.tempus.sk/
Telefón: +421 2/482 764 00

Hook: Pozeral som sa na Tempus Club Garni Hotel v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Tempus Club Garni Hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.03), s hodnotením 4.2/5 z 111 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Tempus Club Garni Hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Tempus Club Garni Hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Tempus Club Garni Hotel,Bratislava,8.03,+421 2/482 764 00,http://club.tempus.sk/,Tempus Club Garni Hotel: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - BlueBell Hotel,"Hotel: BlueBell Hotel
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.01
Web: http://www.myhotel.sk/
Telefón: +421 948 163 350

Hook: Pozeral som sa na BlueBell Hotel v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na BlueBell Hotel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8.01), s hodnotením 4.5/5 z 359 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre BlueBell Hotel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre BlueBell Hotel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,BlueBell Hotel,Bratislava,8.01,+421 948 163 350,http://www.myhotel.sk/,BlueBell Hotel: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Avion,"Hotel: Hotel Avion
Mesto: Ružinov
Priorita band: Medium-High
Skóre: 8.0
Web: https://www.hotelavion.sk/index.php?page=main
Telefón: +421 901 919 171

Hook: Pozeral som sa na Hotel Avion v lokalite Ružinov.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Avion v lokalite Ružinov.
Pozrel som si váš verejný profil v lokalite Ružinov, s prioritou Medium-High (8), s hodnotením 3.0/5 z 515 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Avion.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Avion.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Avion,Ružinov,8.0,+421 901 919 171,https://www.hotelavion.sk/index.php?page=main,Hotel Avion: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Art Hotel William,"Hotel: Art Hotel William
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 8.0
Web: http://www.arthotelwilliam.sk/
Telefón: +421 2/598 891 11

Hook: Pozeral som sa na Art Hotel William v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Art Hotel William v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (8), s hodnotením 4.2/5 z 380 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Art Hotel William.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Art Hotel William.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Art Hotel William,Bratislava,8.0,+421 2/598 891 11,http://www.arthotelwilliam.sk/,Art Hotel William: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel EXPO,"Hotel: Hotel EXPO
Mesto: Petržalka
Priorita band: Medium-High
Skóre: 7.98
Web: http://www.hotelexpo.sk/
Telefón: +421 2/672 731 21

Hook: Pozeral som sa na Hotel EXPO v lokalite Petržalka.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel EXPO v lokalite Petržalka.
Pozrel som si váš verejný profil v lokalite Petržalka, s prioritou Medium-High (7.98), s hodnotením 3.5/5 z 431 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel EXPO.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel EXPO.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel EXPO,Petržalka,7.98,+421 2/672 731 21,http://www.hotelexpo.sk/,Hotel EXPO: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - BIVIO,"Hotel: BIVIO
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 7.97
Web: http://www.bivio.sk/
Telefón: +421 2/208 507 10

Hook: Pozeral som sa na BIVIO v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na BIVIO v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.97), s hodnotením 4.6/5 z 310 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre BIVIO.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre BIVIO.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,BIVIO,Bratislava,7.97,+421 2/208 507 10,http://www.bivio.sk/,BIVIO: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Esprit,"Hotel: Hotel Esprit
Mesto: Petržalka
Priorita band: Medium-High
Skóre: 7.94
Web: http://hotelesprit.sk/
Telefón: +421 902 500 300

Hook: Pozeral som sa na Hotel Esprit v lokalite Petržalka.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Esprit v lokalite Petržalka.
Pozrel som si váš verejný profil v lokalite Petržalka, s prioritou Medium-High (7.94), s hodnotením 4.2/5 z 319 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Esprit.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Esprit.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Esprit,Petržalka,7.94,+421 902 500 300,http://hotelesprit.sk/,Hotel Esprit: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
"Lead outreach - Hotel Remy, s.r.o.","Hotel: Hotel Remy, s.r.o.
Mesto: Nové Mesto
Priorita band: Medium-High
Skóre: 7.94
Web: http://www.remy.sk/
Telefón: +421 2/444 550 63

Hook: Pozeral som sa na Hotel Remy, s.r.o. v lokalite Nové Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Remy, s.r.o. v lokalite Nové Mesto.
Pozrel som si váš verejný profil v lokalite Nové Mesto, s prioritou Medium-High (7.94), s hodnotením 3.6/5 z 385 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Remy, s.r.o..
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Remy, s.r.o..
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,"Hotel Remy, s.r.o.",Nové Mesto,7.94,+421 2/444 550 63,http://www.remy.sk/,"Hotel Remy, s.r.o.: krátky nápad",raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - WELLNESS HEAVEN Bratislava,"Hotel: WELLNESS HEAVEN Bratislava
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 7.9
Web: https://www.wellnessheaven.sk/
Telefón: +421 952 594 945

Hook: Pozeral som sa na WELLNESS HEAVEN Bratislava v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na WELLNESS HEAVEN Bratislava v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.9), s hodnotením 4.0/5 z 4 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre WELLNESS HEAVEN Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre WELLNESS HEAVEN Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,WELLNESS HEAVEN Bratislava,Bratislava,7.9,+421 952 594 945,https://www.wellnessheaven.sk/,WELLNESS HEAVEN Bratislava: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Garni Hotel DOCK,"Hotel: Garni Hotel DOCK
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 7.9
Web: http://www.hoteldock.sk/
Telefón: +421 2/206 204 20

Hook: Pozeral som sa na Garni Hotel DOCK v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Garni Hotel DOCK v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.9), s hodnotením 4.6/5 z 235 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Garni Hotel DOCK.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Garni Hotel DOCK.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Garni Hotel DOCK,Bratislava,7.9,+421 2/206 204 20,http://www.hoteldock.sk/,Garni Hotel DOCK: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - BEIGLI Hotel & Garden,"Hotel: BEIGLI Hotel & Garden
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 7.88
Web: https://www.hotelbeigli.sk/
Telefón: +421 910 749 242

Hook: Pozeral som sa na BEIGLI Hotel & Garden v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na BEIGLI Hotel & Garden v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.88), s hodnotením 4.7/5 z 213 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre BEIGLI Hotel & Garden.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre BEIGLI Hotel & Garden.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,BEIGLI Hotel & Garden,Bratislava,7.88,+421 910 749 242,https://www.hotelbeigli.sk/,BEIGLI Hotel & Garden: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Wilson Palace Bratislava,"Hotel: Wilson Palace Bratislava
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 7.88
Web: http://www.loftpremiumhotel.sk/
Telefón: +421 2/575 110 00

Hook: Pozeral som sa na Wilson Palace Bratislava v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Wilson Palace Bratislava v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.88), s hodnotením 4.8/5 z 196 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Wilson Palace Bratislava.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Wilson Palace Bratislava.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Wilson Palace Bratislava,Bratislava,7.88,+421 2/575 110 00,http://www.loftpremiumhotel.sk/,Wilson Palace Bratislava: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Apartmány Lafranconi,"Hotel: Apartmány Lafranconi
Mesto: Staré Mesto
Priorita band: Medium-High
Skóre: 7.87
Web: http://apartments-lafranconi.sk/
Telefón: +421 905 790 591

Hook: Pozeral som sa na Apartmány Lafranconi v lokalite Staré Mesto.

Cold email:
Dobrý deň,

Pozeral som sa na Apartmány Lafranconi v lokalite Staré Mesto.
Pozrel som si váš verejný profil v lokalite Staré Mesto, s prioritou Medium-High (7.87), s hodnotením 4.7/5 z 201 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Apartmány Lafranconi.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Apartmány Lafranconi.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Apartmány Lafranconi,Staré Mesto,7.87,+421 905 790 591,http://apartments-lafranconi.sk/,Apartmány Lafranconi: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Charming & Cozy by Ambiente,"Hotel: Charming & Cozy by Ambiente
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 7.86
Web: http://www.ambiente-apartments.com/
Telefón: +421 910 915 502

Hook: Pozeral som sa na Charming & Cozy by Ambiente v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Charming & Cozy by Ambiente v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.86), s hodnotením 4.5/5 z 215 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Charming & Cozy by Ambiente.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Charming & Cozy by Ambiente.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Charming & Cozy by Ambiente,Bratislava,7.86,+421 910 915 502,http://www.ambiente-apartments.com/,Charming & Cozy by Ambiente: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Plaváreň Nivy,"Hotel: Plaváreň Nivy
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 7.84
Web: http://hotelnivy.sk/#wellness
Telefón: +421 2/554 103 90

Hook: Pozeral som sa na Plaváreň Nivy v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Plaváreň Nivy v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.84), s hodnotením 4.4/5 z 828 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Plaváreň Nivy.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Plaváreň Nivy.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Plaváreň Nivy,Bratislava,7.84,+421 2/554 103 90,http://hotelnivy.sk/#wellness,Plaváreň Nivy: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Form Factory Nivy,"Hotel: Form Factory Nivy
Mesto: Ružinov
Priorita band: Medium-High
Skóre: 7.82
Web: https://www.formfactory.sk/
Telefón: +421 948 949 765

Hook: Pozeral som sa na Form Factory Nivy v lokalite Ružinov.

Cold email:
Dobrý deň,

Pozeral som sa na Form Factory Nivy v lokalite Ružinov.
Pozrel som si váš verejný profil v lokalite Ružinov, s prioritou Medium-High (7.82), s hodnotením 4.2/5 z 699 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Form Factory Nivy.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Form Factory Nivy.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Form Factory Nivy,Ružinov,7.82,+421 948 949 765,https://www.formfactory.sk/,Form Factory Nivy: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Penzión Hviezda,"Hotel: Penzión Hviezda
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 7.82
Web: http://ubytovaniehviezda.sk/
Telefón: +421 902 817 666

Hook: Pozeral som sa na Penzión Hviezda v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Penzión Hviezda v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.82), s hodnotením 4.2/5 z 656 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Penzión Hviezda.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Penzión Hviezda.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Penzión Hviezda,Bratislava,7.82,+421 902 817 666,http://ubytovaniehviezda.sk/,Penzión Hviezda: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Sauna Luma,"Hotel: Sauna Luma
Mesto: Karlova Ves
Priorita band: Medium-High
Skóre: 7.82
Web: http://www.saunaluma.sk/
Telefón: +421 950 588 495

Hook: Pozeral som sa na Sauna Luma v lokalite Karlova Ves.

Cold email:
Dobrý deň,

Pozeral som sa na Sauna Luma v lokalite Karlova Ves.
Pozrel som si váš verejný profil v lokalite Karlova Ves, s prioritou Medium-High (7.82), s hodnotením 4.9/5 z 134 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Sauna Luma.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Sauna Luma.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Sauna Luma,Karlova Ves,7.82,+421 950 588 495,http://www.saunaluma.sk/,Sauna Luma: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - BERG penzion,"Hotel: BERG penzion
Mesto: Petržalka
Priorita band: Medium-High
Skóre: 7.82
Web: http://www.penzionberg.sk/
Telefón: +421 902 222 223

Hook: Pozeral som sa na BERG penzion v lokalite Petržalka.

Cold email:
Dobrý deň,

Pozeral som sa na BERG penzion v lokalite Petržalka.
Pozrel som si váš verejný profil v lokalite Petržalka, s prioritou Medium-High (7.82), s hodnotením 4.6/5 z 459 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre BERG penzion.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre BERG penzion.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,BERG penzion,Petržalka,7.82,+421 902 222 223,http://www.penzionberg.sk/,BERG penzion: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - More Than Accommodation,"Hotel: More Than Accommodation
Mesto: Petržalka
Priorita band: Medium-High
Skóre: 7.82
Web: https://www.morethan.sk/
Telefón: +421 940 625 100

Hook: Pozeral som sa na More Than Accommodation v lokalite Petržalka.

Cold email:
Dobrý deň,

Pozeral som sa na More Than Accommodation v lokalite Petržalka.
Pozrel som si váš verejný profil v lokalite Petržalka, s prioritou Medium-High (7.82), s hodnotením 4.7/5 z 154 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre More Than Accommodation.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre More Than Accommodation.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,More Than Accommodation,Petržalka,7.82,+421 940 625 100,https://www.morethan.sk/,More Than Accommodation: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hotel Viktor,"Hotel: Hotel Viktor
Mesto: Petržalka
Priorita band: Medium-High
Skóre: 7.76
Web: http://www.hotelviktor.sk/
Telefón: +421 2/634 520 84

Hook: Pozeral som sa na Hotel Viktor v lokalite Petržalka.

Cold email:
Dobrý deň,

Pozeral som sa na Hotel Viktor v lokalite Petržalka.
Pozrel som si váš verejný profil v lokalite Petržalka, s prioritou Medium-High (7.76), s hodnotením 3.6/5 z 1693 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hotel Viktor.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hotel Viktor.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hotel Viktor,Petržalka,7.76,+421 2/634 520 84,http://www.hotelviktor.sk/,Hotel Viktor: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
"Lead outreach - ZEN SPA - float, privátna sauna, masáž","Hotel: ZEN SPA - float, privátna sauna, masáž
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 7.7
Web: http://www.zenspa.sk/
Telefón: +421 948 888 700

Hook: Pozeral som sa na ZEN SPA - float, privátna sauna, masáž v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na ZEN SPA - float, privátna sauna, masáž v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.7), s hodnotením 4.8/5 z 316 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre ZEN SPA - float, privátna sauna, masáž.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre ZEN SPA - float, privátna sauna, masáž.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,"ZEN SPA - float, privátna sauna, masáž",Bratislava,7.7,+421 948 888 700,http://www.zenspa.sk/,"ZEN SPA - float, privátna sauna, masáž: krátky nápad",raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Hostel Alex,"Hotel: Hostel Alex
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 7.52
Web: http://ubytovna-alex6.webnode.sk/
Telefón: +421 908 206 288

Hook: Pozeral som sa na Hostel Alex v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Hostel Alex v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.52), s hodnotením 3.9/5 z 231 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Hostel Alex.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Hostel Alex.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Hostel Alex,Bratislava,7.52,+421 908 206 288,http://ubytovna-alex6.webnode.sk/,Hostel Alex: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
Lead outreach - Uninova Hostel,"Hotel: Uninova Hostel
Mesto: Bratislava
Priorita band: Medium-High
Skóre: 7.51
Web: http://www.uninovahostel.sk/
Telefón: +421 2/492 080 33

Hook: Pozeral som sa na Uninova Hostel v lokalite Bratislava.

Cold email:
Dobrý deň,

Pozeral som sa na Uninova Hostel v lokalite Bratislava.
Pozrel som si váš verejný profil v lokalite Bratislava, s prioritou Medium-High (7.51), s hodnotením 3.6/5 z 252 recenzií.

Mám jeden stručný nápad, ako zlepšiť prvý dojem a dopyty pre Uninova Hostel.
Ak bude dávať zmysel, pošlem ho v 3 bodoch.

S pozdravom

Follow-up email:
Dobrý deň,

jemne sa pripomínam k predošlej správe pre Uninova Hostel.
Ak je to pre vás relevantné, pošlem krátky návrh v 3 bodoch.

S pozdravom",to do,,Uninova Hostel,Bratislava,7.51,+421 2/492 080 33,http://www.uninovahostel.sk/,Uninova Hostel: krátky nápad,raw_bratislava region_2026-04-01_21-01-58-857.csv
